Subject,Session,index,Trial,SOA,Answer
10,1,851,1,500,0
10,1,1655,2,-1500,0
10,1,2473,3,-500,1
10,1,3285,4,-2000,0
10,1,4093,5,-2000,0
10,1,4904,6,-1500,0
10,1,5731,7,100,0
10,1,6541,8,-1500,0
10,1,7350,9,-200,1
10,1,8160,10,-800,1
10,1,8971,11,-1100,1
10,1,9855,12,1000,0
10,1,10669,13,-400,0
10,1,11527,14,1000,0
10,1,12345,15,-1100,0
10,1,13156,16,-200,1
10,1,13972,17,-600,0
10,1,14845,18,-400,0
10,1,15655,19,-400,1
10,1,16489,20,500,0
10,1,17312,21,-1100,0
10,1,18138,22,-500,1
10,1,18980,23,-600,1
10,1,19793,24,-200,1
10,1,20603,25,100,1
10,1,21430,26,-200,1
10,1,22239,27,-600,1
10,1,23108,28,1000,0
10,1,23941,29,500,0
10,1,24758,30,-800,1
10,1,25574,31,-2000,0
10,1,26447,32,1000,0
10,1,27263,33,-1100,1
10,1,28117,34,500,1
10,1,28939,35,100,0
10,1,29807,36,-800,1
10,1,30620,37,100,1
10,1,31440,38,-400,1
10,1,32249,39,-600,1
10,1,33058,40,-1500,0
10,1,33860,41,-800,1
10,1,34663,42,-2000,0
10,1,35522,43,-500,0
10,1,36330,44,-500,1
10,2,855,1,1000,0
10,2,1665,2,-800,0
10,2,2486,3,100,1
10,2,3285,4,-600,0
10,2,4086,5,-200,1
10,2,4967,6,1000,1
10,2,5768,7,-1100,0
10,2,6575,8,-2000,0
10,2,7390,9,-400,1
10,2,8191,10,-1100,0
10,2,8999,11,-1500,0
10,2,9865,12,1000,0
10,2,10694,13,-1500,0
10,2,11499,14,-500,1
10,2,12304,15,-800,1
10,2,13118,16,-2000,0
10,2,13931,17,-800,0
10,2,14734,18,-2000,0
10,2,15554,19,-800,1
10,2,16392,20,100,1
10,2,17207,21,-500,1
10,2,18025,22,-1100,1
10,2,18835,23,-1100,1
10,2,19651,24,100,1
10,2,20475,25,-200,1
10,2,21292,26,-400,1
10,2,22109,27,-1500,0
10,2,22934,28,500,0
10,2,23748,29,-1500,1
10,2,24569,30,-2000,0
10,2,25456,31,500,0
10,2,26281,32,-400,1
10,2,27125,33,-200,0
10,2,27936,34,-500,1
10,2,28781,35,-600,0
10,2,29622,36,500,0
10,2,30442,37,100,1
10,2,31244,38,-200,1
10,2,32117,39,1000,0
10,2,32961,40,500,0
10,2,33793,41,-600,1
10,2,34605,42,-500,1
10,2,35415,43,-400,1
10,2,36231,44,-600,1
10,3,804,1,-600,1
10,3,1623,2,500,0
10,3,2433,3,-1500,1
10,3,3244,4,-200,1
10,3,4073,5,500,0
10,3,4877,6,100,0
10,3,5689,7,-200,1
10,3,6515,8,100,0
10,3,7319,9,-1500,0
10,3,8133,10,-600,0
10,3,9003,11,1000,0
10,3,9837,12,-400,0
10,3,10705,13,1000,0
10,3,11512,14,-200,0
10,3,12333,15,-800,1
10,3,13158,16,-800,1
10,3,13966,17,-2000,0
10,3,14778,18,-400,0
10,3,15584,19,-600,1
10,3,16397,20,-500,1
10,3,17198,21,-500,1
10,3,18006,22,-2000,0
10,3,18819,23,-800,0
10,3,19636,24,-1500,1
10,3,20494,25,-1100,0
10,3,21320,26,-200,1
10,3,22135,27,-500,1
10,3,22990,28,-2000,0
10,3,23822,29,100,1
10,3,24630,30,-400,1
10,3,25508,31,1000,0
10,3,26310,32,-500,1
10,3,27128,33,-2000,0
10,3,27938,34,-400,0
10,3,28773,35,-600,0
10,3,29644,36,-800,1
10,3,30445,37,-1100,1
10,3,31306,38,1000,0
10,3,32120,39,-1100,1
10,3,32926,40,100,0
10,3,33774,41,500,0
10,3,34666,42,-1100,0
10,3,35505,43,500,0
10,3,36331,44,-1500,0
10,4,801,1,-1100,0
10,4,1601,2,-2000,0
10,4,2399,3,-800,1
10,4,3218,4,-1500,0
10,4,4039,5,-1100,0
10,4,4853,6,100,1
10,4,5666,7,-200,1
10,4,6519,8,500,0
10,4,7331,9,-400,0
10,4,8156,10,500,0
10,4,8973,11,-600,0
10,4,9788,12,100,1
10,4,10591,13,-1100,1
10,4,11394,14,-2000,0
10,4,12233,15,500,0
10,4,13065,16,-500,1
10,4,13894,17,-600,0
10,4,14705,18,-2000,0
10,4,15506,19,-500,1
10,4,16357,20,100,0
10,4,17213,21,1000,0
10,4,18098,22,-800,0
10,4,18916,23,-2000,0
10,4,19804,24,1000,0
10,4,20663,25,-200,0
10,4,21465,26,-400,1
10,4,22270,27,100,0
10,4,23079,28,-400,0
10,4,23890,29,-500,0
10,4,24722,30,-600,1
10,4,25525,31,-400,0
10,4,26322,32,-1500,0
10,4,27152,33,-500,0
10,4,28008,34,500,0
10,4,28864,35,1000,0
10,4,29733,36,1000,0
10,4,30552,37,-600,0
10,4,31374,38,-200,0
10,4,32176,39,-1500,1
10,4,32977,40,-1500,1
10,4,33776,41,-200,1
10,4,34576,42,-800,1
10,4,35381,43,-1100,1
10,4,36196,44,-800,0
10,5,798,1,100,0
