Subject,Session,index,Trial,SOA,Answer
12,1,831,1,500,1
12,1,1663,2,-2000,0
12,1,2488,3,500,1
12,1,3308,4,-800,1
12,1,4114,5,-200,1
12,1,4940,6,-1500,0
12,1,5763,7,-2000,0
12,1,6586,8,-500,1
12,1,7475,9,1000,0
12,1,8299,10,-800,1
12,1,9119,11,-200,1
12,1,9953,12,-500,0
12,1,10791,13,500,0
12,1,11611,14,-1100,1
12,1,12442,15,-1100,1
12,1,13309,16,1000,0
12,1,14156,17,100,1
12,1,15006,18,-1100,1
12,1,15829,19,-600,1
12,1,16645,20,-800,1
12,1,17468,21,-600,1
12,1,18297,22,-1500,0
12,1,19132,23,100,0
12,1,19963,24,-1100,0
12,1,20772,25,-600,1
12,1,21590,26,-500,0
12,1,22400,27,-200,1
12,1,23232,28,-2000,1
12,1,24053,29,-400,1
12,1,24875,30,-600,0
12,1,25724,31,500,0
12,1,26544,32,-500,1
12,1,27358,33,-1500,1
12,1,28163,34,100,0
12,1,29031,35,1000,0
12,1,29846,36,-1500,1
12,1,30653,37,100,0
12,1,31529,38,1000,0
12,1,32347,39,-800,1
12,1,33189,40,-200,1
12,1,34024,41,-400,0
12,1,34829,42,-400,1
12,1,35642,43,-2000,1
12,1,36458,44,-400,1
12,2,803,1,-400,0
12,2,1678,2,1000,0
12,2,2502,3,-1100,1
12,2,3325,4,100,1
12,2,4172,5,500,0
12,2,5001,6,-1500,0
12,2,5875,7,1000,0
12,2,6687,8,-800,1
12,2,7510,9,100,0
12,2,8352,10,100,0
12,2,9166,11,-500,1
12,2,9977,12,-500,1
12,2,10811,13,-600,1
12,2,11621,14,-200,0
12,2,12504,15,1000,0
12,2,13310,16,-500,1
12,2,14134,17,-200,0
12,2,14986,18,-1500,1
12,2,15788,19,-800,1
12,2,16609,20,-400,0
12,2,17428,21,-1500,0
12,2,18256,22,500,0
12,2,19080,23,-2000,1
12,2,19909,24,-2000,0
12,2,20717,25,-800,1
12,2,21547,26,-600,1
12,2,22375,27,500,0
12,2,23192,28,-2000,1
12,2,24014,29,-400,0
12,2,24821,30,-200,0
12,2,25629,31,-1100,1
12,2,26488,32,1000,0
12,2,27289,33,-800,1
12,2,28103,34,-1100,1
12,2,28909,35,-2000,0
12,2,29709,36,-500,1
12,2,30503,37,100,0
12,2,31326,38,500,0
12,2,32149,39,-1100,1
12,2,32955,40,-1500,0
12,2,33754,41,-600,1
12,2,34556,42,-600,1
12,2,35406,43,-400,0
12,2,36225,44,-200,0
12,3,799,1,100,0
12,3,1691,2,1000,0
12,3,2532,3,-500,0
12,3,3334,4,-500,1
12,3,4149,5,-2000,0
12,3,4952,6,100,1
12,3,5754,7,-200,0
12,3,6559,8,-500,1
12,3,7360,9,-1500,0
12,3,8191,10,500,0
12,3,8992,11,-200,0
12,3,9797,12,100,0
12,3,10620,13,500,0
12,3,11437,14,-1500,0
12,3,12312,15,1000,0
12,3,13119,16,-200,0
12,3,13920,17,-400,1
12,3,14722,18,-600,1
12,3,15546,19,-800,1
12,3,16346,20,-2000,0
12,3,17150,21,-800,1
12,3,17950,22,-800,1
12,3,18755,23,-400,1
12,3,19561,24,-600,1
12,3,20372,25,-500,0
12,3,21166,26,100,0
12,3,22007,27,-400,1
12,3,22813,28,-600,1
12,3,23640,29,500,0
12,3,24443,30,-1100,1
12,3,25302,31,1000,0
12,3,26119,32,-1100,1
12,3,26923,33,-2000,0
12,3,27731,34,-400,0
12,3,28529,35,-200,0
12,3,29340,36,-1500,0
12,3,30138,37,-600,1
12,3,30966,38,500,0
