Subject,Session,index,Trial,SOA,Answer
7,1,878,1,-350,1
7,1,1716,2,-200,1
7,1,2514,3,-1000,0
7,1,3316,4,300,0
7,1,4114,5,-350,1
7,1,4909,6,-150,1
7,1,5707,7,-250,0
7,1,6510,8,300,0
7,1,7309,9,-700,0
7,1,8139,10,600,0
7,1,8979,11,-250,1
7,1,9776,12,-50,1
7,1,10568,13,-700,0
7,1,11365,14,-200,1
7,1,12155,15,-150,1
7,1,12951,16,-1000,0
7,1,13757,17,300,0
7,1,14556,18,-1000,0
7,1,15348,19,-200,1
7,1,16140,20,-500,0
7,1,16960,21,600,0
7,1,17755,22,100,1
7,1,18583,23,600,0
7,1,19379,24,-500,0
7,1,20184,25,-250,1
7,1,20980,26,-50,1
7,1,21778,27,-200,1
7,1,22980,28,-500,1
7,1,23817,29,600,0
7,1,24614,30,-50,1
7,1,25423,31,100,1
7,1,26230,32,300,0
7,1,27069,33,-700,0
7,1,27871,34,-250,1
7,1,28666,35,100,0
7,1,29464,36,-50,1
7,1,30264,37,100,1
7,1,31056,38,-350,0
7,1,31857,39,-1000,0
7,1,32650,40,-150,1
7,1,33557,41,-350,1
7,1,34361,42,-500,0
7,1,35162,43,-700,0
7,1,35960,44,-150,1
7,2,819,1,-250,0
7,2,1615,2,-500,0
7,2,2449,3,-350,1
7,2,3284,4,600,0
7,2,4088,5,-50,1
7,2,4890,6,-150,1
7,2,5691,7,-700,0
7,2,6481,8,-200,1
7,2,7281,9,-350,1
7,2,8079,10,-1000,0
7,2,8880,11,-700,0
7,2,9679,12,-250,1
7,2,10474,13,-500,0
7,2,11282,14,300,0
7,2,12104,15,100,1
7,2,12902,16,-50,1
7,2,13695,17,-500,0
7,2,14522,18,600,0
7,2,15319,19,-1000,0
7,2,16144,20,-200,1
7,2,16950,21,-150,1
7,2,17747,22,-150,1
7,2,18543,23,-250,1
7,2,19338,24,-700,0
7,2,20135,25,-700,0
7,2,20930,26,-50,1
7,2,21723,27,100,1
7,2,22535,28,300,0
7,2,23328,29,-50,1
7,2,24159,30,100,0
7,2,24967,31,300,0
7,2,25793,32,100,0
7,2,26593,33,-500,0
7,2,27390,34,-200,1
7,2,28190,35,-150,1
7,2,28992,36,-250,1
7,2,29787,37,-350,1
7,2,30584,38,-1000,0
7,2,31413,39,600,0
7,2,32223,40,300,0
7,2,33050,41,600,0
7,2,33879,42,-350,1
7,2,34675,43,-1000,0
7,2,35470,44,-200,1
7,3,797,1,-350,0
7,3,1597,2,300,0
7,3,2390,3,100,1
7,3,3184,4,-200,1
7,3,3977,5,100,1
7,3,4772,6,-1000,0
7,3,5563,7,-150,1
7,3,6359,8,-350,1
7,3,7165,9,300,0
7,3,7959,10,-500,0
7,3,8838,11,600,0
7,3,9640,12,-500,0
7,3,10437,13,-50,1
7,3,11256,14,-50,1
7,3,12058,15,-250,1
7,3,12869,16,300,0
7,3,13662,17,-1000,0
7,3,14456,18,-350,1
7,3,15247,19,-200,1
7,3,16057,20,300,0
7,3,16855,21,-50,1
7,3,17653,22,-700,1
7,3,18448,23,-500,0
7,3,19243,24,-700,0
7,3,20074,25,600,0
7,3,20868,26,-700,0
7,3,21692,27,100,1
7,3,22490,28,-1000,0
7,3,23353,29,600,0
7,3,24155,30,-150,1
7,3,24951,31,-500,1
7,3,25751,32,-700,0
7,3,26543,33,-250,1
7,3,27367,34,600,0
7,3,28162,35,-150,1
7,3,28987,36,100,1
7,3,29782,37,-150,0
7,3,30579,38,-350,1
7,3,31399,39,-200,1
7,3,32192,40,-50,1
7,3,32990,41,-250,1
7,3,33786,42,-1000,0
7,3,34582,43,-200,0
7,3,35379,44,-250,1
7,4,788,1,-500,1
7,4,2007,2,-1000,1
7,4,2827,3,300,0
7,4,3623,4,-250,1
7,4,4415,5,-350,1
7,4,5218,6,300,0
7,4,6013,7,-350,1
7,4,6810,8,-1000,0
7,4,7607,9,-1000,0
7,4,8405,10,-700,0
7,4,9226,11,-150,1
7,4,10022,12,100,1
7,4,10826,13,300,0
7,4,11646,14,600,0
7,4,12440,15,-700,0
7,4,13236,16,-250,1
7,4,14032,17,-500,1
7,4,14828,18,-50,1
7,4,15633,19,300,0
7,4,16428,20,-500,0
7,4,17226,21,-250,1
7,4,18023,22,-50,1
7,4,18844,23,-500,1
7,4,19641,24,-200,1
7,4,20461,25,-700,1
7,4,21254,26,-150,1
7,4,22054,27,-350,1
7,4,22910,28,600,0
7,4,23746,29,100,1
7,4,24546,30,-200,1
7,4,25377,31,-150,1
7,4,26205,32,100,1
7,4,27003,33,-250,1
7,4,27823,34,-50,1
7,4,28613,35,-200,1
7,4,29400,36,-150,1
7,4,30196,37,100,1
7,4,30990,38,-200,1
7,4,31775,39,-700,0
7,4,32563,40,-1000,0
7,4,33396,41,600,0
7,4,34197,42,-350,1
7,4,35050,43,600,0
7,4,35847,44,-50,1
7,5,830,1,-500,1
7,5,1627,2,-150,1
7,5,2424,3,-1000,0
7,5,3253,4,600,0
7,5,4049,5,-50,1
7,5,4848,6,-1000,0
7,5,5656,7,300,0
7,5,6453,8,-50,1
7,5,7247,9,-500,1
7,5,8038,10,-150,1
7,5,8859,11,-1000,0
7,5,9664,12,100,1
7,5,10457,13,-500,0
7,5,11254,14,-350,1
7,5,12052,15,100,1
7,5,12850,16,-200,1
7,5,13649,17,-350,1
7,5,14447,18,-1000,0
7,5,15255,19,300,0
7,5,16059,20,-700,0
7,5,16856,21,-250,1
7,5,17680,22,600,0
7,5,18477,23,-150,1
7,5,19271,24,-700,0
7,5,20070,25,-50,1
7,5,20876,26,300,1
7,5,21672,27,100,1
7,5,22469,28,-200,1
7,5,23257,29,-150,1
