Subject,Session,index,Trial,SOA,Answer
10,1,827,1,300,0
10,1,1672,2,600,0
10,1,2496,3,-150,1
10,1,3331,4,-500,1
10,1,4154,5,-150,1
10,1,4973,6,-250,1
10,1,5797,7,-1000,0
10,1,6615,8,100,0
10,1,7432,9,-1000,0
10,1,8249,10,100,1
10,1,9080,11,300,1
10,1,9899,12,-700,0
10,1,10759,13,600,0
10,1,11577,14,-350,1
10,1,12412,15,-350,1
10,1,13242,16,-700,1
10,1,14061,17,-500,1
10,1,14884,18,-500,0
10,1,15700,19,-200,0
10,1,16523,20,-200,1
10,1,17348,21,-50,1
10,1,18166,22,-250,1
10,1,18981,23,100,0
10,1,19800,24,-200,0
10,1,20619,25,-1000,0
10,1,21451,26,-350,1
10,1,22294,27,-1000,0
10,1,23116,28,-700,1
10,1,23937,29,-50,1
10,1,24790,30,600,0
10,1,25607,31,-150,1
10,1,26423,32,100,1
10,1,27258,33,300,0
10,1,28087,34,300,1
10,1,28935,35,600,0
10,1,29760,36,-50,1
10,1,30574,37,-200,1
10,1,31390,38,-350,0
10,1,32207,39,-50,1
10,1,33042,40,-150,1
10,1,33856,41,-700,0
10,1,34666,42,-500,0
10,1,35481,43,-250,1
10,1,36291,44,-250,1
10,2,820,1,100,1
10,2,1654,2,-150,1
10,2,2492,3,-500,0
10,2,3330,4,-350,0
10,2,4158,5,-200,1
10,2,4987,6,-500,0
10,2,5802,7,100,1
10,2,6620,8,-1000,0
10,2,7439,9,-200,1
10,2,8254,10,-1000,0
10,2,9080,11,-50,1
10,2,9898,12,-50,1
10,2,10719,13,-1000,0
10,2,11545,14,-250,0
10,2,12360,15,-350,1
10,2,13175,16,-200,1
10,2,14006,17,-250,1
10,2,14856,18,600,0
10,2,15680,19,300,1
10,2,16490,20,-350,0
10,2,17321,21,300,0
10,2,18161,22,-50,1
10,2,18982,23,-500,1
10,2,19792,24,-700,0
10,2,20610,25,-250,1
10,2,21433,26,100,1
10,2,22257,27,-350,0
10,2,23104,28,-150,1
10,2,23931,29,300,0
10,2,24774,30,-500,0
10,2,25591,31,-50,1
10,2,26410,32,-150,1
10,2,27222,33,100,1
10,2,28048,34,-250,0
10,2,28861,35,-150,1
10,2,29691,36,300,1
10,2,30525,37,-700,1
10,2,31337,38,-700,0
10,2,32157,39,-1000,0
10,2,32972,40,-700,1
10,2,33822,41,600,0
10,2,34667,42,600,0
10,2,35516,43,600,0
10,2,36326,44,-200,1
10,3,812,1,-150,1
10,3,1632,2,-200,1
10,3,2467,3,-1000,0
10,3,3287,4,-500,1
10,3,4149,5,300,0
10,3,5003,6,600,1
10,3,5848,7,-700,0
10,3,6663,8,-500,0
10,3,7486,9,-150,1
10,3,8321,10,-200,1
10,3,9155,11,300,1
10,3,9977,12,-250,1
10,3,10795,13,-700,0
10,3,11609,14,-50,1
10,3,12443,15,-50,1
10,3,13278,16,-150,1
10,3,14111,17,-50,1
10,3,14929,18,-700,0
10,3,15744,19,100,1
10,3,16559,20,-1000,0
10,3,17390,21,-200,1
10,3,18214,22,-500,0
10,3,19029,23,-150,1
10,3,19875,24,600,1
10,3,20689,25,-250,1
10,3,21558,26,300,0
10,3,22370,27,-350,1
10,3,23193,28,-350,1
10,3,24005,29,-200,1
10,3,24855,30,600,0
10,3,25688,31,-500,1
10,3,26513,32,-350,1
10,3,27364,33,600,1
10,3,28181,34,-350,0
