Subject,Session,index,Trial,SOA,Answer
4,1,809,1,300,0
4,1,1602,2,-200,1
4,1,2396,3,-150,1
4,1,3200,4,300,0
4,1,3993,5,-150,1
4,1,4820,6,600,0
4,1,5614,7,-250,0
4,1,6404,8,-150,0
4,1,7199,9,100,1
4,1,7992,10,-200,1
4,1,8785,11,-50,1
4,1,9580,12,-1000,0
4,1,10372,13,-150,1
4,1,11166,14,-350,1
4,1,11960,15,-500,0
4,1,12754,16,-700,0
4,1,13547,17,-50,0
4,1,14341,18,-250,1
4,1,15136,19,-700,0
4,1,15931,20,-500,0
4,1,16736,21,300,0
4,1,17529,22,100,0
4,1,18323,23,-50,1
4,1,19117,24,100,0
4,1,19910,25,-350,1
4,1,20736,26,600,0
4,1,21529,27,-700,0
4,1,22319,28,-250,1
4,1,23114,29,-200,1
4,1,23908,30,100,0
4,1,24703,31,-700,0
4,1,25527,32,600,0
4,1,26320,33,-500,0
4,1,27116,34,-350,1
4,1,27909,35,-1000,0
4,1,28702,36,-250,1
4,1,29498,37,-200,1
4,1,30324,38,600,0
4,1,31118,39,-1000,0
4,1,31912,40,-50,1
4,1,32705,41,-350,1
4,1,33510,42,300,0
4,1,34305,43,-1000,0
4,1,35100,44,-500,0
4,2,804,1,300,0
4,2,1609,2,300,0
4,2,2403,3,-50,1
4,2,3198,4,-500,0
4,2,3992,5,-1000,0
4,2,4787,6,-700,0
4,2,5612,7,600,0
4,2,6405,8,-350,1
4,2,7197,9,-200,1
4,2,7990,10,100,1
4,2,8781,11,-150,1
4,2,9576,12,-50,1
4,2,10369,13,-500,1
4,2,11164,14,-250,1
4,2,11989,15,600,0
4,2,12795,16,300,0
4,2,13590,17,-50,1
4,2,14417,18,600,0
4,2,15209,19,-700,0
4,2,16003,20,-200,1
4,2,16798,21,-250,0
4,2,17592,22,-1000,0
4,2,18387,23,100,1
4,2,19181,24,-250,0
4,2,19974,25,-1000,1
4,2,20768,26,-200,1
4,2,21591,27,600,0
4,2,22384,28,-250,1
4,2,23179,29,-700,0
4,2,23969,30,100,1
4,2,24764,31,-350,1
4,2,25557,32,-350,1
4,2,26350,33,-150,1
4,2,27144,34,-350,1
4,2,27950,35,300,0
4,2,28743,36,-500,1
4,2,29537,37,-200,1
4,2,30329,38,-50,1
4,2,31124,39,-500,0
4,2,31919,40,100,0
4,2,32712,41,-150,1
4,2,33507,42,-700,0
4,2,34301,43,-150,1
4,2,35094,44,-1000,0
4,3,793,1,-350,1
4,3,1585,2,-250,1
4,3,2378,3,-150,0
4,3,3171,4,-200,1
4,3,3964,5,-700,0
4,3,4759,6,-700,1
4,3,5553,7,-50,1
4,3,6379,8,600,0
4,3,7171,9,-150,1
4,3,7965,10,-1000,0
4,3,8760,11,-700,1
4,3,9554,12,100,1
4,3,10347,13,-50,1
4,3,11173,14,600,0
4,3,11967,15,-250,1
4,3,12758,16,-500,0
4,3,13550,17,-250,1
4,3,14345,18,-150,1
4,3,15138,19,-500,1
4,3,15933,20,100,1
4,3,16725,21,-500,0
4,3,17519,22,-200,1
4,3,18314,23,-350,1
4,3,19107,24,-350,1
4,3,19899,25,-500,1
4,3,20706,26,300,0
4,3,21499,27,-350,1
4,3,22292,28,-1000,1
4,3,23098,29,300,0
4,3,23905,30,300,1
4,3,24698,31,-200,1
4,3,25491,32,-250,1
4,3,26284,33,-700,0
4,3,27078,34,-50,1
4,3,27872,35,-1000,0
4,3,28677,36,300,1
4,3,29470,37,-150,1
4,3,30296,38,600,0
4,3,31089,39,-200,1
4,3,31882,40,-1000,0
4,3,32677,41,-50,0
4,3,33469,42,100,1
4,3,34293,43,600,0
4,3,35086,44,100,1
4,4,793,1,-500,0
4,4,1588,2,-1000,0
4,4,2381,3,-50,1
4,4,3206,4,600,0
4,4,4000,5,-200,1
4,4,4981,6,-200,1
4,4,5788,7,300,0
4,4,6583,8,-700,1
4,4,7378,9,-250,1
4,4,8171,10,-250,1
4,4,8964,11,-250,0
4,4,9759,12,-700,1
4,4,10552,13,-150,1
4,4,11346,14,-500,1
4,4,12138,15,-50,1
4,4,12944,16,300,1
4,4,13738,17,-50,0
4,4,14530,18,-350,1
4,4,15324,19,-350,1
4,4,16119,20,-200,1
4,4,16913,21,-350,1
4,4,17706,22,100,0
4,4,18500,23,100,0
4,4,19293,24,100,1
4,4,20119,25,600,0
4,4,20946,26,600,1
4,4,21772,27,600,0
4,4,22566,28,-700,1
4,4,23361,29,-50,0
4,4,24156,30,-1000,1
4,4,24949,31,-500,1
4,4,25743,32,100,1
4,4,26536,33,-700,0
4,4,27329,34,-150,1
4,4,28124,35,-1000,0
4,4,28930,36,300,0
4,4,29723,37,-250,1
4,4,30527,38,300,0
4,4,31320,39,-500,1
4,4,32114,40,-350,1
4,4,32909,41,-150,0
4,4,33702,42,-1000,1
4,4,34496,43,-200,1
4,4,35290,44,-150,1
4,5,793,1,-1000,0
4,5,1586,2,-200,0
4,5,2380,3,-200,1
4,5,3172,4,-1000,0
4,5,3965,5,-500,1
4,5,4760,6,-500,1
4,5,5552,7,-150,1
4,5,6357,8,300,0
4,5,7152,9,-150,1
4,5,7945,10,-350,0
4,5,8739,11,-250,1
4,5,9563,12,600,0
4,5,10388,13,600,0
4,5,11182,14,-200,1
4,5,11976,15,-350,1
4,5,12769,16,-1000,0
4,5,13562,17,100,0
4,5,14369,18,300,1
4,5,15161,19,-200,1
4,5,15955,20,100,1
4,5,16749,21,100,1
4,5,17542,22,-50,0
4,5,18336,23,-50,1
4,5,19131,24,-700,1
4,5,19923,25,-250,1
4,5,20749,26,600,0
4,5,21543,27,-150,1
4,5,22336,28,-250,1
4,5,23129,29,-500,1
4,5,23935,30,300,0
4,5,24728,31,-150,1
4,5,25554,32,600,0
4,5,26346,33,-50,1
4,5,27141,34,100,0
4,5,27935,35,-250,1
4,5,28730,36,-1000,0
4,5,29523,37,-700,0
