Subject,Session,index,Trial,SOA,Answer
8,1,799,1,-200,0
8,1,1600,2,-50,0
8,1,2402,3,-150,1
8,1,3206,4,-700,1
8,1,4006,5,100,1
8,1,4807,6,-150,0
8,1,5606,7,-500,1
8,1,6407,8,-700,1
8,1,7485,9,-1000,0
8,1,8284,10,-50,1
8,1,9120,11,600,0
8,1,9924,12,100,0
8,1,10735,13,-250,1
8,1,11535,14,-200,1
8,1,12340,15,-150,1
8,1,13138,16,-500,1
8,1,13942,17,-350,1
8,1,14778,18,600,0
8,1,15577,19,-1000,0
8,1,16394,20,300,0
8,1,17228,21,600,0
8,1,18044,22,300,0
8,1,18846,23,-500,1
8,1,19653,24,-150,1
8,1,20458,25,-500,1
8,1,21260,26,-50,1
8,1,22060,27,-50,1
8,1,22865,28,-350,1
8,1,23679,29,300,0
8,1,24482,30,-1000,0
8,1,25306,31,-350,1
8,1,26112,32,-250,1
8,1,26917,33,-350,1
8,1,27730,34,-700,0
8,1,28535,35,-700,1
8,1,29396,36,600,0
8,1,30207,37,100,1
8,1,31013,38,-1000,0
8,1,31821,39,-250,1
8,1,32625,40,100,0
8,1,33445,41,300,0
8,1,34247,42,-200,1
8,1,35048,43,-200,0
8,1,35853,44,-250,1
8,2,803,1,-500,1
8,2,1606,2,-250,1
8,2,2435,3,-1000,0
8,2,3277,4,600,0
8,2,4083,5,-350,1
8,2,4904,6,300,0
8,2,5723,7,300,0
8,2,6526,8,-250,1
8,2,7343,9,-350,1
8,2,8153,10,100,1
8,2,8958,11,-250,1
8,2,9775,12,300,0
8,2,10581,13,-350,1
8,2,11385,14,-500,1
8,2,12190,15,-700,1
8,2,12996,16,-1000,1
8,2,13797,17,-350,1
8,2,14596,18,100,0
8,2,15402,19,-50,0
8,2,16206,20,-150,0
8,2,17010,21,-200,1
8,2,17840,22,100,1
8,2,18646,23,-1000,0
8,2,19456,24,100,0
8,2,20295,25,600,0
8,2,21105,26,-200,1
8,2,21908,27,-500,1
8,2,22719,28,-200,1
8,2,23534,29,300,0
8,2,24342,30,-700,1
8,2,25197,31,600,0
8,2,26002,32,-150,0
8,2,26810,33,-1000,0
8,2,27611,34,-700,1
8,2,28412,35,-250,1
8,2,29233,36,-150,1
8,2,30043,37,-50,0
8,2,30848,38,-150,1
8,2,31656,39,-50,1
8,2,32467,40,-500,1
8,2,33276,41,-200,1
8,2,34086,42,-50,1
8,2,34919,43,600,0
8,2,35723,44,-700,1
8,3,835,1,300,0
