Subject,Session,index,Trial,SOA,Answer
12,1,815,1,300,0
12,1,1614,2,-50,1
12,1,2430,3,-350,1
12,1,3240,4,-1000,0
12,1,4071,5,300,0
12,1,4872,6,-1000,0
12,1,5708,7,600,0
12,1,6524,8,-500,1
12,1,7333,9,-50,1
12,1,8146,10,-700,0
12,1,8972,11,600,0
12,1,9777,12,-250,1
12,1,10580,13,-250,1
12,1,11420,14,600,0
12,1,12227,15,100,1
12,1,13038,16,100,1
12,1,13844,17,-1000,0
12,1,14646,18,-350,1
12,1,15474,19,300,0
12,1,16280,20,-50,1
12,1,17089,21,-350,1
12,1,17887,22,-150,1
12,1,18695,23,-250,1
12,1,19497,24,-700,0
12,1,20293,25,-150,1
12,1,21101,26,-500,1
12,1,21898,27,-200,1
12,1,22717,28,100,0
12,1,23517,29,-200,1
12,1,24317,30,-250,1
12,1,25117,31,-150,0
12,1,25915,32,-200,1
12,1,26717,33,-1000,0
12,1,27530,34,100,1
12,1,28372,35,600,0
12,1,29191,36,-500,0
12,1,30017,37,-500,1
12,1,30838,38,-700,0
12,1,31641,39,-150,1
12,1,32441,40,-350,1
12,1,33242,41,-700,0
12,1,34063,42,300,0
12,1,34866,43,-200,1
12,1,35664,44,-50,1
12,2,804,1,-700,0
12,2,1623,2,300,0
12,2,2427,3,-50,1
12,2,3234,4,-1000,0
12,2,4042,5,-1000,0
12,2,4862,6,100,1
12,2,5699,7,600,0
12,2,6508,8,300,0
12,2,7313,9,-500,1
12,2,8117,10,-250,1
12,2,8914,11,-250,1
12,2,9719,12,100,0
12,2,10522,13,-700,0
12,2,11365,14,600,0
12,2,12181,15,300,0
12,2,12981,16,-50,1
12,2,13782,17,-200,1
12,2,14584,18,-150,1
12,2,15407,19,300,0
12,2,16212,20,100,1
12,2,17023,21,-150,1
12,2,17828,22,-150,1
12,2,18669,23,600,0
12,2,19472,24,-250,1
12,2,20295,25,-50,1
12,2,21100,26,-1000,0
12,2,21903,27,-250,1
12,2,22706,28,-350,1
12,2,23510,29,-500,1
12,2,24309,30,-200,0
12,2,25122,31,-200,1
12,2,25956,32,600,0
12,2,26758,33,-350,1
12,2,27563,34,-200,1
12,2,28367,35,-350,1
12,2,29172,36,100,0
12,2,29973,37,-700,0
12,2,30777,38,-500,1
12,2,31576,39,-350,1
12,2,32381,40,-1000,0
12,2,33189,41,-700,0
12,2,33991,42,-500,1
12,2,34791,43,-150,1
12,2,35592,44,-50,1
12,3,835,1,600,0
12,3,1653,2,300,1
12,3,2455,3,-500,1
12,3,3255,4,-150,1
12,3,4055,5,-1000,0
12,3,4854,6,-350,1
12,3,5672,7,300,0
12,3,6487,8,300,0
12,3,7295,9,-700,0
12,3,8127,10,600,0
12,3,8936,11,-700,1
12,3,9737,12,-1000,0
12,3,10537,13,100,0
12,3,11337,14,100,1
12,3,12136,15,-1000,0
12,3,12937,16,-200,1
12,3,13788,17,600,0
12,3,14594,18,-250,1
12,3,15403,19,-250,1
12,3,16202,20,-500,1
12,3,17001,21,-500,0
12,3,17799,22,-250,1
12,3,18602,23,-500,1
12,3,19412,24,-50,0
12,3,20212,25,-350,1
12,3,21008,26,-350,1
12,3,21807,27,100,0
12,3,22618,28,300,0
12,3,23423,29,-150,1
12,3,24225,30,-350,1
12,3,25028,31,-200,1
12,3,25829,32,-50,1
12,3,26626,33,-700,0
12,3,27430,34,-200,1
12,3,28227,35,-50,1
12,3,29026,36,100,0
12,3,29831,37,-150,1
12,3,30629,38,-200,1
12,3,31433,39,-700,0
12,3,32237,40,-150,1
12,3,33035,41,-50,1
12,3,33841,42,-250,1
12,3,34642,43,-1000,0
12,3,35474,44,600,0
12,4,817,1,300,0
12,4,1651,2,600,0
12,4,2453,3,-250,1
12,4,3255,4,-200,1
12,4,4053,5,-200,1
12,4,4851,6,-250,0
12,4,5665,7,100,1
12,4,6464,8,-200,1
12,4,7282,9,-350,1
12,4,8081,10,-700,0
12,4,8885,11,-500,1
12,4,9684,12,-150,0
12,4,10513,13,600,0
12,4,11313,14,100,0
12,4,12122,15,-350,1
12,4,12932,16,-50,0
12,4,13758,17,300,0
12,4,14561,18,100,0
12,4,15402,19,600,0
12,4,16203,20,-350,1
12,4,17003,21,-1000,0
12,4,17812,22,300,0
12,4,18614,23,-250,1
12,4,19409,24,100,1
12,4,20207,25,-150,1
12,4,21011,26,-1000,0
12,4,21821,27,-500,1
12,4,22628,28,-500,1
12,4,23443,29,300,0
12,4,24241,30,-200,1
12,4,25045,31,-50,1
12,4,25838,32,-350,1
12,4,26637,33,-50,1
12,4,27448,34,-1000,1
12,4,28250,35,-150,1
12,4,29080,36,600,0
12,4,29926,37,-700,1
12,4,30746,38,-150,1
12,4,31548,39,-700,0
12,4,32347,40,-1000,0
12,4,33150,41,-50,1
12,4,33950,42,-500,1
12,4,34766,43,-250,0
12,4,35563,44,-700,0
12,5,837,1,600,0
12,5,1669,2,600,0
12,5,2467,3,-500,1
12,5,3265,4,-250,1
12,5,4073,5,-700,0
12,5,4872,6,-700,0
12,5,5665,7,-200,1
12,5,6466,8,-200,0
12,5,7297,9,-250,1
12,5,8097,10,-150,0
12,5,8896,11,-150,1
12,5,9694,12,100,0
12,5,10492,13,-350,1
12,5,11320,14,600,0
12,5,12131,15,300,0
12,5,12942,16,100,0
12,5,13750,17,-1000,0
12,5,14547,18,-700,0
12,5,15345,19,-50,1
12,5,16157,20,300,0
12,5,16957,21,-1000,0
12,5,17759,22,-150,1
12,5,18590,23,600,0
12,5,19386,24,-1000,0
12,5,20200,25,300,0
12,5,20999,26,-500,1
12,5,21803,27,100,1
12,5,22600,28,-50,1
12,5,23418,29,-350,1
12,5,24227,30,300,0
12,5,25028,31,-500,1
12,5,25827,32,-50,1
12,5,26618,33,-200,1
12,5,27426,34,-1000,0
12,5,28216,35,-50,1
12,5,29051,36,-250,1
12,5,29855,37,-500,1
12,5,30654,38,-150,0
12,5,31455,39,-200,1
12,5,32249,40,-250,1
12,5,33047,41,100,0
12,5,33855,42,-700,1
12,5,34660,43,-350,1
12,5,35462,44,-350,1
