Subject,Session,index,Trial,SOA,Answer
3,1,845,1,600,0
3,1,1655,2,-500,1
3,1,2554,3,-700,1
3,1,3382,4,100,0
3,1,4200,5,-200,1
3,1,5062,6,-500,0
3,1,5879,7,-250,1
3,1,6691,8,-350,0
3,1,7515,9,-50,1
3,1,8348,10,-700,0
3,1,9165,11,-1000,0
3,1,9986,12,-250,1
3,1,10799,13,100,0
3,1,11612,14,100,0
3,1,12432,15,-150,1
3,1,13278,16,600,0
3,1,14100,17,-50,1
3,1,14920,18,300,0
3,1,15732,19,-350,1
3,1,16563,20,-350,1
3,1,17395,21,300,0
3,1,18212,22,-50,1
3,1,19029,23,-1000,0
3,1,19846,24,-50,1
3,1,20664,25,-200,1
3,1,21474,26,-1000,0
3,1,22279,27,-150,1
3,1,23103,28,-500,1
3,1,23920,29,-150,0
3,1,24733,30,-700,1
3,1,25564,31,-250,1
3,1,26370,32,-250,1
3,1,27183,33,100,0
3,1,27998,34,-500,1
3,1,28823,35,300,0
3,1,29643,36,-1000,0
3,1,30491,37,600,0
3,1,31306,38,-200,1
3,1,32148,39,300,0
3,1,32954,40,-350,1
3,1,33800,41,600,0
3,1,34623,42,-200,1
3,1,35434,43,-700,1
3,1,36264,44,-150,1
3,2,821,1,-500,1
3,2,1633,2,-1000,0
3,2,2445,3,-150,1
3,2,3281,4,300,1
3,2,4094,5,-200,1
3,2,4948,6,-150,1
3,2,5768,7,-50,0
3,2,6611,8,-50,0
3,2,7415,9,-250,1
3,2,8256,10,300,0
3,2,9062,11,-250,1
3,2,9870,12,100,0
3,2,10676,13,-250,1
3,2,11494,14,-200,1
3,2,12303,15,-350,1
3,2,13121,16,-200,0
3,2,13928,17,-500,1
3,2,14768,18,600,0
3,2,15598,19,-200,1
3,2,16432,20,300,0
3,2,17245,21,-700,0
3,2,18062,22,-700,0
3,2,18889,23,-700,0
3,2,19700,24,-250,1
3,2,20553,25,600,0
3,2,21393,26,600,0
3,2,22202,27,-1000,0
3,2,23021,28,-350,1
3,2,23873,29,600,0
3,2,24685,30,100,0
3,2,25513,31,-350,1
3,2,26324,32,-1000,0
3,2,27133,33,-50,1
3,2,27945,34,-150,1
3,2,28755,35,-500,1
3,2,29563,36,-1000,0
3,2,30374,37,-700,1
3,2,31191,38,-350,1
3,2,32010,39,-50,1
3,2,32815,40,-500,1
3,2,33624,41,100,0
3,2,34430,42,100,1
3,2,35237,43,-150,1
3,2,36051,44,300,0
3,3,805,1,-250,1
3,3,1647,2,600,0
3,3,2456,3,-150,1
3,3,3267,4,-350,1
3,3,4081,5,-200,1
3,3,4888,6,-1000,0
3,3,5697,7,-250,1
3,3,6511,8,100,0
3,3,7330,9,100,1
3,3,8148,10,-500,0
3,3,8965,11,300,0
3,3,9798,12,300,0
3,3,10615,13,-200,1
3,3,11446,14,300,0
3,3,12262,15,-500,0
3,3,13079,16,100,0
3,3,13888,17,-500,1
3,3,14734,18,600,0
3,3,15561,19,-700,0
3,3,16367,20,-350,1
3,3,17172,21,-150,1
3,3,17990,22,-200,0
3,3,18790,23,-1000,0
3,3,19593,24,-350,1
3,3,20393,25,100,0
3,3,21199,26,-250,1
3,3,22007,27,-50,1
3,3,22810,28,-500,1
3,3,23611,29,-700,0
3,3,24423,30,-150,1
3,3,25261,31,600,0
3,3,26065,32,-50,0
3,3,26876,33,-350,1
3,3,27678,34,-1000,0
3,3,28485,35,-1000,0
3,3,29293,36,-50,1
3,3,30093,37,-700,0
3,3,30908,38,-150,0
3,3,31723,39,-700,0
3,3,32529,40,-250,1
3,3,33354,41,300,0
3,3,34194,42,600,0
3,3,35003,43,-50,0
3,3,35807,44,-200,1
3,4,816,1,-200,1
3,4,1633,2,-500,0
3,4,2436,3,-250,1
3,4,3246,4,-200,0
3,4,4047,5,-150,1
3,4,4846,6,100,0
3,4,5687,7,600,0
3,4,6491,8,-250,1
3,4,7300,9,-50,0
3,4,8101,10,-1000,0
3,4,8917,11,300,0
3,4,9727,12,-50,1
3,4,10529,13,-350,1
3,4,11344,14,300,0
3,4,12156,15,300,0
3,4,12959,16,-200,1
3,4,13760,17,100,0
3,4,14561,18,-700,0
3,4,15361,19,-500,1
3,4,16164,20,-150,0
3,4,16998,21,600,0
3,4,17799,22,100,0
3,4,18601,23,-1000,0
3,4,19414,24,-150,1
3,4,20225,25,-1000,0
3,4,21024,26,-250,1
3,4,21843,27,300,0
3,4,22645,28,-250,1
3,4,23447,29,-50,0
3,4,24249,30,-500,1
3,4,25085,31,600,0
3,4,25885,32,100,0
3,4,26687,33,-350,1
3,4,27489,34,-700,1
3,4,28322,35,-150,0
3,4,29128,36,-700,1
3,4,30045,37,-350,1
3,4,30882,38,600,0
3,4,31683,39,-700,0
3,4,32486,40,-200,0
3,4,33293,41,-350,1
3,4,34098,42,-1000,0
3,4,34909,43,-50,0
3,4,35713,44,-500,1
3,5,814,1,-200,0
3,5,1616,2,100,0
3,5,2418,3,-250,1
3,5,3218,4,-500,1
3,5,4053,5,600,0
3,5,4889,6,600,0
3,5,5694,7,-1000,0
3,5,6501,8,-150,1
3,5,7302,9,-700,0
3,5,8102,10,-350,1
3,5,8905,11,-350,0
3,5,9716,12,-500,1
3,5,10526,13,-500,1
3,5,11331,14,-150,0
3,5,12148,15,-1000,0
3,5,12953,16,-250,1
3,5,13758,17,-50,0
3,5,14572,18,300,0
3,5,15375,19,-50,0
3,5,16178,20,-350,1
3,5,16984,21,-1000,0
3,5,17788,22,100,0
3,5,18610,23,-150,1
3,5,19411,24,-1000,0
3,5,20215,25,-700,1
3,5,21014,26,-150,0
3,5,21815,27,-250,1
3,5,22618,28,100,0
3,5,23461,29,-50,0
3,5,24264,30,-200,1
3,5,25063,31,-700,0
3,5,25865,32,100,0
3,5,26766,33,600,0
3,5,27578,34,300,0
3,5,28381,35,-700,0
3,5,29198,36,300,0
3,5,30031,37,600,0
3,5,30833,38,-250,1
3,5,31657,39,-500,0
3,5,32468,40,-200,1
3,5,33282,41,300,0
3,5,34101,42,-50,1
3,5,34903,43,-200,1
3,5,35705,44,-350,1
