Subject,Session,index,Trial,SOA,Answer
9,1,851,1,-150,1
9,1,1689,2,600,0
9,1,2526,3,-350,0
9,1,3352,4,300,0
9,1,4208,5,600,0
9,1,5041,6,-200,1
9,1,5863,7,-250,1
9,1,6691,8,-150,1
9,1,7497,9,-700,0
9,1,8310,10,-250,1
9,1,9116,11,-50,1
9,1,9921,12,-700,0
9,1,10726,13,-350,0
9,1,11527,14,-350,1
9,1,12342,15,-1000,0
9,1,13150,16,-250,1
9,1,13949,17,100,0
9,1,14763,18,300,0
9,1,15581,19,100,0
9,1,16393,20,-500,0
9,1,17248,21,300,0
9,1,18059,22,-200,1
9,1,18849,23,-250,1
9,1,19650,24,-700,0
9,1,20451,25,-50,1
9,1,21257,26,100,0
9,1,22059,27,-700,0
9,1,22901,28,600,0
9,1,23715,29,-1000,0
9,1,24515,30,-350,0
9,1,25325,31,-200,1
9,1,26124,32,-500,0
9,1,26976,33,600,0
9,1,27801,34,300,0
9,1,28629,35,-1000,1
9,1,29457,36,-200,1
9,1,30254,37,-150,1
9,1,31054,38,-500,0
9,1,31895,39,-50,1
9,1,32733,40,-150,1
9,1,33534,41,-1000,0
9,1,34373,42,-500,0
9,1,35176,43,100,0
9,1,36000,44,-50,1
9,2,825,1,-50,0
9,2,1628,2,-500,0
9,2,2450,3,-250,0
9,2,3269,4,-350,0
9,2,4088,5,-1000,0
9,2,4906,6,-50,0
9,2,5787,7,600,0
9,2,6605,8,-700,0
9,2,7427,9,-150,1
9,2,8231,10,100,1
9,2,9039,11,-200,1
9,2,9841,12,-500,0
9,2,10646,13,-200,1
9,2,11447,14,-1000,0
9,2,12256,15,-1000,0
9,2,13069,16,100,1
9,2,13869,17,-350,0
9,2,14672,18,100,1
9,2,15517,19,600,1
9,2,16318,20,-250,1
9,2,17162,21,300,1
9,2,17973,22,-150,1
9,2,18798,23,-500,1
9,2,19610,24,-250,1
9,2,20459,25,300,0
9,2,21262,26,-200,1
9,2,22088,27,300,0
9,2,22899,28,-700,0
9,2,23697,29,-1000,0
9,2,24512,30,-700,0
9,2,25336,31,-150,1
9,2,26172,32,600,0
9,2,27025,33,-200,1
9,2,27893,34,-350,0
9,2,28717,35,300,0
9,2,29528,36,100,1
9,2,30363,37,-150,1
9,2,31168,38,-250,0
9,2,31970,39,-500,0
9,2,32828,40,600,0
9,2,33628,41,-700,0
9,2,34451,42,-50,1
9,2,35252,43,-350,0
9,2,36050,44,-50,1
9,3,839,1,300,0
9,3,1678,2,600,0
9,3,2518,3,-50,0
9,3,3320,4,-200,1
9,3,4124,5,-1000,0
9,3,4933,6,-250,0
9,3,5736,7,-200,1
9,3,6544,8,100,0
9,3,7346,9,-500,0
9,3,8154,10,-350,1
9,3,8986,11,300,1
9,3,9788,12,-150,1
9,3,10612,13,300,0
9,3,11412,14,-1000,0
9,3,12224,15,300,0
